Name|Index|Order|p2_Variant|Set_(Layered)_Id|P3_Type|P4_Equip_slot|Defense|Model_Id_1|Model_Id_2|Icon_Color|Icon_Effect|Rarity|Cost|Fire_Res|Water_Res|Ice_Res|Thunder_Res|Dragon_Res|Slot_Count|Slot_1_Size|Slot_2_Size|Slot_3_Size|Set_Skill_1|Set_Skill_1_Level|Hidden_Skill|Hidden_Skill_Level|Skill_1|Skill_1_Level|Skill_2|Skill_2_Level|Skill_3|Skill_3_Level|Gender|P1_Set_Group|Is_Permanent|Description
Vaal Hazak Braces β|1398|133|Beta_or_Gamma|100|Regular|Arms|64|32|10|0|0|7|16000|-4|4|-1|1|-3|3|1|1|1|127: Vaal Hazak Vitality|1|0: --------|0|63: Peak Performance|1|0: --------|0|0: --------|0|Unisex|100|False|Whispers haunt this Vaal Hazak armor, urging any who don it to embrace despair, and consume...
Bazel Vambraces α|1399|117|Alpha|115|Regular|Arms|58|42|0|0|0|6|12000|3|1|-2|-4|-2|0|0|0|0|142: Bazelgeuse Protection|1|0: --------|0|55: Critical Draw|2|11: Earplugs|1|0: --------|0|Unisex|115|False|The earth quivers beneath each step taken in this Bazelgeuse armor. Behind you, a scorched path.
Bazel Vambraces β|1400|118|Beta_or_Gamma|116|Regular|Arms|58|42|10|0|0|6|12000|3|1|-2|-4|-2|1|3|0|0|142: Bazelgeuse Protection|1|0: --------|0|55: Critical Draw|2|0: --------|0|0: --------|0|Unisex|116|False|The earth quivers beneath each step taken in this Bazelgeuse armor. Behind you, a scorched path.
Death Stench Grip α|1401|123|Alpha|133|Regular|Arms|62|26|0|0|0|6|12000|3|2|3|-2|-4|1|1|0|0|0: --------|0|0: --------|0|52: Focus|2|34: Dragon Attack|1|0: --------|0|Unisex|131|False|Accursed armor, said to bring death. The wearer hears echoes of their victim's death throes.
Death Stench Grip β|1402|124|Beta_or_Gamma|134|Regular|Arms|62|26|0|0|0|6|12000|3|2|3|-2|-4|2|1|1|0|0: --------|0|0: --------|0|52: Focus|2|0: --------|0|0: --------|0|Unisex|132|False|Accursed armor, said to bring death. The wearer hears echoes of their victim's death throes.
Guild Cross Vambraces α|1403|138|Alpha|135|Regular|Arms|62|48|0|0|0|7|16000|0|0|0|0|0|1|1|0|0|149: Guild Guidance|1|0: --------|0|120: Tool Specialist|1|25: Water Resistance|2|0: --------|0|Unisex|133|False|Armor for Arena champions. Worthy of its wearer's power. Complex construction.
Guild Cross Vambraces β|1404|139|Beta_or_Gamma|136|Regular|Arms|62|48|0|0|0|7|16000|0|0|0|0|0|1|3|0|0|149: Guild Guidance|1|0: --------|0|120: Tool Specialist|1|0: --------|0|0: --------|0|Unisex|134|False|Armor for Arena champions. Worthy of its wearer's power. Complex construction.
Xeno'jiiva Claws α|1405|136|Alpha|125|Regular|Arms|72|45|0|0|0|7|20000|-3|2|2|2|-4|1|1|0|0|145: Xeno'jiiva Divinity|1|0: --------|0|104: Flinch Free|1|49: Critical Boost|1|0: --------|0|Unisex|125|False|This Xeno'jiiva armor hums with energy. If properly controlled, it grants the wearer vast power.
Xeno'jiiva Claws β|1406|137|Beta_or_Gamma|126|Regular|Arms|72|45|10|0|0|7|20000|-3|2|2|2|-4|1|3|0|0|145: Xeno'jiiva Divinity|1|0: --------|0|104: Flinch Free|1|0: --------|0|0: --------|0|Unisex|126|False|This Xeno'jiiva armor hums with energy. If properly controlled, it grants the wearer vast power.
Unavailable|1407|0|Low_Rank|137|Regular|Arms|2|1|0|0|0|0|100|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|Unisex|135|False|Unavailable
Unavailable|1408|0|Low_Rank|138|Regular|Arms|2|1|0|0|0|0|100|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|Unisex|136|False|Unavailable
Zorah Claws α|1409|91|Alpha|139|Regular|Arms|44|38|0|0|0|5|9000|4|-3|-2|-1|-3|0|0|0|0|147: Zorah Magdaros Mastery|1|0: --------|0|47: Free Elem/Ammo Up|1|88: Bombardier|1|0: --------|0|Unisex|137|False|Stalwart as a mountain, this Zorah Magdaros armor renders its wearer unfazed by any hardship.
Zorah Claws β|1410|92|Beta_or_Gamma|140|Regular|Arms|44|38|10|0|0|5|9000|4|-3|-2|-1|-3|1|1|0|0|147: Zorah Magdaros Mastery|1|0: --------|0|47: Free Elem/Ammo Up|1|0: --------|0|0: --------|0|Unisex|138|False|Stalwart as a mountain, this Zorah Magdaros armor renders its wearer unfazed by any hardship.
Commission Vambraces α|1411|141|Alpha|141|Regular|Arms|70|53|0|0|0|7|20000|2|2|2|2|2|1|1|0|0|150: Commission Guidance|1|0: --------|0|112: Blindsider|1|96: Carving Pro|1|0: --------|0|Unisex|149|False|Iconic armor of the Research Commission, built tough enough to last till the job's done.
Commission Vambraces β|1412|142|Beta_or_Gamma|142|Regular|Arms|70|53|0|0|0|7|20000|2|2|2|2|2|1|2|0|0|150: Commission Guidance|1|0: --------|0|112: Blindsider|1|0: --------|0|0: --------|0|Unisex|150|False|Iconic armor of the Research Commission, built tough enough to last till the job's done.
Brigade Layered Arms|1413|1014|Alpha|145|Layered|Arms|0|36|0|0|0|6|5000|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|Unisex|162|False|Unavailable
Guild Cross Layered Arms|1414|1015|Alpha|146|Layered|Arms|0|48|0|0|0|6|5000|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|Unisex|163|False|Unavailable
Blossom Layered Arms|1415|1020|Alpha|147|Layered|Arms|0|74|0|0|0|3|5000|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|Unisex|151|False|Unavailable
Diver Layered Arms|1416|1021|Alpha|148|Layered|Arms|0|75|0|0|0|3|5000|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|Unisex|152|False|Unavailable
Harvest Layered Arms|1417|1022|Alpha|149|Layered|Arms|0|76|0|0|0|3|5000|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|Unisex|145|False|Unavailable
Orion Layered Arms|1418|1023|Alpha|150|Layered|Arms|0|77|0|0|0|3|5000|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|Unisex|146|False|Unavailable
Gala Suit Layered Arms|1419|1024|Alpha|153|Layered|Arms|0|78|0|0|0|3|5000|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|Unisex|153|False|Unavailable
HARDUMMY|1420|1034|Alpha|154|Full_Set_Layered|Arms|0|68|0|0|0|7|5000|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|Unisex|299|False|Unavailable
Ryu Layered Arms|1421|1033|Beta_or_Gamma|155|Full_Set_Layered|Arms|0|69|0|0|0|7|5000|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|Unisex|291|False|Unavailable
Sakura Layered Arms|1422|1032|Beta_or_Gamma|156|Full_Set_Layered|Arms|0|70|0|0|0|7|5000|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|Unisex|292|False|Unavailable
Unavailable|1423|0|Low_Rank|177|Regular|Arms|2|1|0|0|0|0|100|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|Unisex|141|False|Unavailable
Unavailable|1424|0|Low_Rank|179|Regular|Arms|2|1|0|0|0|0|100|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|Unisex|142|False|Unavailable
Unavailable|1425|0|Low_Rank|180|Regular|Arms|2|1|0|0|0|0|100|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|Unisex|143|False|Unavailable
Unavailable|1426|0|Low_Rank|181|Regular|Arms|2|1|0|0|0|0|100|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|Unisex|144|False|Unavailable
Bayek Layered Arms|1427|1037|Low_Rank|159|Full_Set_Layered|Arms|0|120|0|0|0|7|5000|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|Unisex|297|False|Unavailable
Unavailable|1428|0|Low_Rank|160|Regular|Arms|2|1|0|0|0|0|100|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|Unisex|158|False|Unavailable
Unavailable|1429|0|Low_Rank|170|Regular|Arms|2|1|0|0|0|0|100|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|Unisex|168|False|Unavailable
Unavailable|1430|0|Low_Rank|171|Regular|Arms|2|1|0|0|0|0|100|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|Unisex|169|False|Unavailable
Origin Vambraces|1431|0|Low_Rank|169|Regular|Arms|6|18|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|Unisex|167|True|Iconic armor of the Research Commission, built tough enough to last till the job's done.
Unavailable|1432|0|Low_Rank|182|Regular|Arms|2|1|0|0|0|0|100|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|Unisex|190|False|Unavailable
Kulve Taroth's Rage α|1433|146|Alpha|183|Regular|Arms|72|49|0|0|0|7|20000|4|-2|-4|3|-2|1|1|0|0|0: --------|0|0: --------|0|47: Free Elem/Ammo Up|1|53: Power Prolonger|2|0: --------|0|Unisex|191|False|Kulve Taroth armor that shines with a rich light. The terrifying anger of the mother goddess lies within.
Kulve Taroth's Rage β|1434|147|Beta_or_Gamma|184|Regular|Arms|72|49|10|0|0|7|20000|4|-2|-4|3|-2|2|3|1|0|0: --------|0|0: --------|0|47: Free Elem/Ammo Up|1|53: Power Prolonger|1|0: --------|0|Unisex|192|False|Kulve Taroth armor that shines with a rich light. The terrifying anger of the mother goddess lies within.
Blossom Cuffs|1435|150|Low_Rank|185|Regular|Arms|18|74|0|0|0|2|1500|1|1|1|4|1|0|0|0|0|0: --------|0|0: --------|0|2: Paralysis Resistance|1|0: --------|0|0: --------|0|Unisex|193|False|Requires a Spring Blossom Ticket to craft. This armor shines with the colors of the Spring Blossom Fest.
Diver's Braces|1436|151|Low_Rank|186|Regular|Arms|22|75|0|0|0|2|1500|1|4|1|1|1|0|0|0|0|0: --------|0|0: --------|0|81: Quick Sheath|1|0: --------|0|0: --------|0|Unisex|194|False|Requires a Summer Twilight Ticket to craft. Armor that'll have you eager for a dip in the ocean.
Harvest Trama|1437|152|Low_Rank|187|Regular|Arms|26|76|0|0|0|2|1500|4|1|1|1|1|0|0|0|0|0: --------|0|0: --------|0|66: Resentment|1|0: --------|0|0: --------|0|Unisex|195|False|Requires an Autumn Harvest Ticket to craft. Put on this costume and enjoy the festivities!
Orion Vambraces|1438|153|Low_Rank|188|Regular|Arms|30|77|0|0|0|3|3000|1|1|4|1|1|0|0|0|0|0: --------|0|0: --------|0|12: Windproof|1|0: --------|0|0: --------|0|Unisex|196|False|Requires a Winter Star Ticket to craft. Warm and snug armor so you can enjoy the winter festivities.
Gala Suit Cuffs|1439|154|Low_Rank|189|Regular|Arms|34|78|0|0|0|3|3000|1|1|1|1|4|0|0|0|0|168: Astera Blessing|1|0: --------|0|101: Maximum Might|1|0: --------|0|0: --------|0|Unisex|197|False|Requires an Appreciation Ticket to craft. This gorgeous armor dazzles as brightly as the Appreciation Fest.
Samurai Arms|1440|1000|Alpha|190|Layered|Arms|0|67|0|0|0|3|0|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|Unisex|200|False|Unavailable
Vangis Vambraces α|1441|144|Alpha|191|Regular|Arms|58|50|0|0|0|6|12000|1|1|2|-3|-3|0|0|0|0|0: --------|0|0: --------|0|61: Latent Power|2|56: Partbreaker|1|0: --------|0|Unisex|201|False|Deviljho armor that bestows epic power to its wearer, at the cost of a never-ending thirst for flesh.
Vangis Vambraces β|1442|145|Beta_or_Gamma|192|Regular|Arms|58|50|10|0|0|6|12000|1|1|2|-3|-3|1|2|0|0|0: --------|0|0: --------|0|61: Latent Power|2|0: --------|0|0: --------|0|Unisex|202|False|Deviljho armor that bestows epic power to its wearer, at the cost of a never-ending thirst for flesh.
Unavailable|1443|0|Low_Rank|193|Regular|Arms|2|1|0|0|0|0|100|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|Unisex|203|False|Unavailable
Bushi Kote "Sabi"|1444|1011|Alpha|194|Layered|Arms|0|66|0|0|0|6|600|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|Unisex|204|False|Unavailable
Bushi Kote "Homare"|1445|1012|Beta_or_Gamma|195|Layered|Arms|0|66|10|0|0|6|800|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|Unisex|205|False|Unavailable
Drachen Vambraces α|1446|183|Alpha|196|Regular|Arms|72|73|0|0|0|7|20000|-2|-2|-2|3|4|2|2|2|0|164: Soul of the Dragoon|1|0: --------|0|48: Critical Eye|2|19: Attack Boost|1|0: --------|0|Unisex|206|False|Bestowed upon those worthy of the title Azure Dragoon. Aims for a dragon's vitals with firm precision.
Blossom Cuffs α|1447|155|Alpha|197|Regular|Arms|40|74|0|0|0|4|4000|1|1|1|4|1|2|1|1|0|0: --------|0|0: --------|0|2: Paralysis Resistance|1|0: --------|0|0: --------|0|Unisex|207|False|Requires a Spring Blossom Ticket to craft. This armor shines with the colors of the Spring Blossom Fest.
Diver's Braces α|1448|156|Alpha|198|Regular|Arms|46|75|0|0|0|4|6000|1|4|1|1|1|1|2|0|0|0: --------|0|0: --------|0|81: Quick Sheath|1|0: --------|0|0: --------|0|Unisex|208|False|Requires a Summer Twilight Ticket to craft. Armor that'll have you eager for a dip in the ocean.
Harvest Trama α|1449|157|Alpha|199|Regular|Arms|52|76|0|0|0|5|9000|4|1|1|1|1|2|2|1|0|0: --------|0|0: --------|0|66: Resentment|1|0: --------|0|0: --------|0|Unisex|209|False|Requires an Autumn Harvest Ticket to craft. Put on this costume and enjoy the festivities!
Orion Vambraces α|1450|158|Alpha|200|Regular|Arms|58|77|0|0|0|5|9000|1|1|4|1|1|2|3|1|0|0: --------|0|0: --------|0|12: Windproof|1|0: --------|0|0: --------|0|Unisex|210|False|Requires a Winter Star Ticket to craft. Warm and snug armor so you can enjoy the winter festivities.
Gala Suit Cuffs α|1451|159|Alpha|201|Regular|Arms|64|78|0|0|0|6|12000|1|1|1|1|4|3|2|1|1|168: Astera Blessing|1|0: --------|0|101: Maximum Might|1|0: --------|0|0: --------|0|Unisex|211|False|Requires an Appreciation Ticket to craft. This gorgeous armor dazzles as brightly as the Appreciation Fest.
Butterfly Brachia|1452|160|Low_Rank|202|Regular|Arms|22|57|0|0|0|2|1500|-1|-1|0|2|2|0|0|0|0|0: --------|0|0: --------|0|48: Critical Eye|1|0: --------|0|0: --------|0|Male|212|False|Dazzling armor made from insect parts. Its light weight and color are proof of one's class.
Butterfly Brachia α|1453|161|Alpha|203|Regular|Arms|42|57|0|0|0|4|6000|-1|-1|0|2|2|0|0|0|0|0: --------|0|0: --------|0|48: Critical Eye|2|21: Health Boost|1|0: --------|0|Male|213|False|Dazzling armor made from insect parts. Its light weight and color are proof of one's class.
Butterfly Brachia β|1454|162|Beta_or_Gamma|204|Regular|Arms|42|57|10|0|0|4|6000|-1|-1|0|2|2|1|1|0|0|0: --------|0|0: --------|0|48: Critical Eye|2|0: --------|0|0: --------|0|Male|214|False|Dazzling armor made from insect parts. Its light weight and color are proof of one's class.
Queen Beetle Brachia|1455|163|Low_Rank|205|Regular|Arms|22|57|0|0|0|2|1500|-1|-1|0|2|2|0|0|0|0|0: --------|0|0: --------|0|48: Critical Eye|1|0: --------|0|0: --------|0|Female|215|False|Armor to fulfill the ambitions of those who dreamed of wielding the power to rule over bugdom.
Queen Beetle Brachia α|1456|164|Alpha|206|Regular|Arms|42|57|0|0|0|4|6000|-1|-1|0|2|2|0|0|0|0|0: --------|0|0: --------|0|48: Critical Eye|2|21: Health Boost|1|0: --------|0|Female|216|False|Armor to fulfill the ambitions of those who dreamed of wielding the power to rule over bugdom.
Queen Beetle Brachia β|1457|165|Beta_or_Gamma|207|Regular|Arms|42|57|0|0|0|4|6000|-1|-1|0|2|2|1|1|0|0|0: --------|0|0: --------|0|48: Critical Eye|2|0: --------|0|0: --------|0|Female|217|False|Armor to fulfill the ambitions of those who dreamed of wielding the power to rule over bugdom.
Vaal Hazak Braces γ|1458|166|Alpha|208|Regular|Arms|72|32|20|0|0|7|20000|-4|4|-1|1|-3|2|3|2|0|127: Vaal Hazak Vitality|1|0: --------|0|34: Dragon Attack|3|0: --------|0|0: --------|0|Unisex|218|False|Uniquely crafted Vaal Hazak armor. The immeasurable strength of a tempered monster dwells within.
Kirin Longarms γ|1459|167|Alpha|209|Regular|Arms|72|35|20|0|0|7|20000|-3|-2|-2|4|2|2|2|2|0|137: Kirin Favor|1|0: --------|0|29: Blight Resistance|1|47: Free Elem/Ammo Up|1|0: --------|0|Unisex|219|False|Uniquely crafted Kirin armor. The immeasurable strength of a tempered monster dwells within.
Kaiser Vambraces γ|1460|168|Alpha|210|Regular|Arms|72|46|20|0|0|7|20000|3|-3|-3|1|1|1|3|0|0|143: Teostra Technique|1|0: --------|0|48: Critical Eye|3|0: --------|0|0: --------|0|Unisex|220|False|Uniquely crafted Teostra armor. The immeasurable strength of a tempered monster dwells within.
Kushala Grip γ|1461|169|Alpha|211|Regular|Arms|72|47|20|0|0|7|20000|0|2|4|-3|-2|3|1|1|1|144: Kushala Daora Flight|1|0: --------|0|52: Focus|2|0: --------|0|0: --------|0|Unisex|221|False|Uniquely crafted Kushala Daora armor. The immeasurable strength of a tempered monster dwells within.
Nergigante Vambraces γ|1462|170|Alpha|212|Regular|Arms|72|30|20|0|0|7|20000|1|1|1|-3|-3|3|2|1|1|126: Nergigante Hunger|1|0: --------|0|56: Partbreaker|1|19: Attack Boost|1|0: --------|0|Unisex|222|False|Uniquely crafted Nergigante armor. The immeasurable strength of a tempered monster dwells within.
Zorah Claws γ|1463|171|Alpha|213|Regular|Arms|72|38|20|0|0|7|20000|4|-3|-2|-1|-3|2|3|1|0|147: Zorah Magdaros Mastery|1|0: --------|0|11: Earplugs|2|0: --------|0|0: --------|0|Unisex|223|False|Uniquely crafted Zorah Magdaros armor. The immeasurable strength of the monster dwells within.
Xeno'jiiva Claws γ|1464|172|Alpha|214|Regular|Arms|72|45|20|0|0|7|20000|-3|2|2|2|-4|3|2|2|1|145: Xeno'jiiva Divinity|1|0: --------|0|53: Power Prolonger|1|70: Special Ammo Boost|1|0: --------|0|Unisex|224|False|Uniquely crafted Xeno'jiiva armor. The immeasurable strength of the monster dwells within.
HARDUMMY|1465|175|Alpha|215|Full_Set|Arms|46|68|0|0|0|4|30000|1|1|1|1|1|1|1|0|0|132: Anjanath Will|1|0: --------|0|50: Weakness Exploit|1|117: Scenthound|1|0: --------|0|Unisex|225|False|HARDUMMY
Ryu's Arms|1466|177|Low_Rank|216|Full_Set|Arms|12|69|0|0|0|1|2500|2|0|-3|5|2|0|0|0|0|0: --------|0|0: --------|0|61: Latent Power|1|0: --------|0|0: --------|0|Unisex|226|False|Travel the globe to fulfill your destiny as a true martial artist and become a world warrior! <STYL MOJI_YELLOW_DEFAULT>(Full Armor Set)</STYL>
Ryu's Arms α|1467|178|Beta_or_Gamma|217|Full_Set|Arms|60|69|0|0|0|6|50000|2|0|-3|5|2|1|2|0|0|135: Rathalos Mastery|1|0: --------|0|62: Agitator|1|0: --------|0|0: --------|0|Unisex|227|False|Travel the globe to fulfill your destiny as a true martial artist and become a world warrior! <STYL MOJI_YELLOW_DEFAULT>(Full Armor Set)</STYL>
Sakura's Arms α|1468|179|Beta_or_Gamma|218|Full_Set|Arms|50|70|0|0|0|5|40000|0|4|4|0|-2|1|2|0|0|131: Pink Rathian Mastery|1|0: --------|0|61: Latent Power|1|0: --------|0|0: --------|0|Unisex|228|False|Channel the innocence of a young female fighter as she chases after her idol. <STYL MOJI_YELLOW_DEFAULT>(Full Armor Set)</STYL>
Azure Starlord Gauntlets α|1469|180|Alpha|219|Regular|Arms|56|72|0|0|0|6|12000|2|2|0|0|3|1|3|0|0|135: Rathalos Mastery|1|0: --------|0|22: Recovery Up|2|0: --------|0|0: --------|0|Unisex|229|False|Armor with a glow reminiscent of an azure star. Crafted to help fulfill the ambitions of the starlord.
Dante's Gloves α|1470|182|Alpha|220|Regular|Arms|64|71|0|0|0|7|16000|3|-3|-3|3|3|1|3|0|0|0: --------|0|0: --------|0|78: Evade Window|1|70: Special Ammo Boost|1|0: --------|0|Unisex|230|False|Replica gloves fashioned after the ones that Dante wears. Lets you go crazy with the greatest of ease.
Empress Vambraces α|1471|148|Alpha|221|Regular|Arms|70|51|0|0|0|7|20000|3|1|-3|1|-2|1|3|0|0|163: Lunastra Favor|1|0: --------|0|82: Wide-Range|2|38: Blast Attack|2|0: --------|0|Unisex|231|False|The specially engineered blue hue on this Lunastra armor can charm even the most righteous of hearts.
Empress Vambraces β|1472|149|Beta_or_Gamma|222|Regular|Arms|70|51|10|0|0|7|20000|3|1|-3|1|-2|2|3|2|0|163: Lunastra Favor|1|0: --------|0|82: Wide-Range|2|0: --------|0|0: --------|0|Unisex|232|False|The specially engineered blue hue on this Lunastra armor can charm even the most righteous of hearts.
Butterfly Layered Arms|1473|1018|Alpha|227|Layered|Arms|0|117|0|0|0|6|5000|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|Unisex|233|False|Unavailable
Death Stench Layered Arms|1474|1019|Alpha|228|Layered|Arms|0|26|0|0|0|6|5000|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|Unisex|234|False|Unavailable
Dante Layered Arms|1475|1035|Alpha|230|Layered|Arms|0|71|0|0|0|7|5000|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|Unisex|235|False|Unavailable
Drachen Layered Arms|1476|1036|Alpha|231|Layered|Arms|0|73|0|0|0|7|5000|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|Unisex|236|False|Unavailable
Commission Layered Arms|1477|1016|Alpha|234|Layered|Arms|0|53|0|0|0|6|1000|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|Unisex|237|False|Unavailable
Origin Layered Arms|1478|1013|Alpha|237|Layered|Arms|0|18|0|0|0|6|1000|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|Unisex|238|False|Unavailable
Beetle Layered Arms|1479|1017|Alpha|238|Layered|Arms|0|116|0|0|0|6|1000|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|Unisex|239|False|Unavailable
Invalid Message|1480|211|Alpha|239|Regular|Arms|2|1|0|0|0|0|100|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|Unisex|240|False|Unavailable
HARDUMMY|1481|176|Alpha|242|Full_Set|Arms|64|68|0|0|0|7|60000|1|1|1|1|1|2|1|1|0|132: Anjanath Will|1|0: --------|0|50: Weakness Exploit|2|102: Slinger Capacity|1|0: --------|0|Unisex|298|False|HARDUMMY
Empress Vambraces γ|1482|173|Alpha|243|Regular|Arms|70|51|20|0|0|7|20000|3|1|-3|1|-2|2|3|1|0|163: Lunastra Favor|1|0: --------|0|62: Agitator|2|79: Evade Extender|1|0: --------|0|Unisex|242|False|Uniquely crafted Lunastra armor. The immeasurable strength of a tempered monster dwells within.
Geralt's Arms α|1483|184|Alpha|244|Full_Set|Arms|70|118|0|0|0|7|60000|2|1|-1|-2|3|1|3|0|0|167: Witcher's Knowledge|1|0: --------|0|23: Recovery Speed|2|73: Marathon Runner|1|0: --------|0|Unisex|293|False|The legendary Witcher. A master swordsman with a keen eye and a profound knowledge of monsters. <STYL MOJI_YELLOW_DEFAULT>(Full Armor Set)</STYL>
Ciri's Arms α|1484|185|Alpha|245|Full_Set|Arms|70|119|0|0|0|7|60000|-2|-1|1|2|3|1|2|0|0|0: --------|0|0: --------|0|47: Free Elem/Ammo Up|1|162: Razor Sharp/Spare Shot|1|0: --------|0|Unisex|294|False|An ashen-haired young woman who wields devastating magical powers. She is descended from an ancient race of elves. <STYL MOJI_YELLOW_DEFAULT>(Full Armor Set)</STYL>
Geralt Layered Arms|1485|1038|Alpha|246|Full_Set_Layered|Arms|0|118|0|0|0|7|5000|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|Unisex|295|False|Unavailable
Ciri Layered Arms|1486|1039|Alpha|247|Full_Set_Layered|Arms|0|119|0|0|0|7|5000|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|Unisex|296|False|Unavailable
Kulve Taroth's Rage γ|1487|174|Alpha|248|Regular|Arms|72|49|20|0|0|7|20000|4|-2|-4|3|-2|1|1|0|0|0: --------|0|0: --------|0|54: Handicraft|2|74: Constitution|1|0: --------|0|Unisex|247|False|Uniquely crafted Kulve Taroth armor. The immeasurable strength of the monster dwells within.
Defender Vambraces α|1488|298|Alpha|249|Regular|Arms|50|121|0|0|0|5|100|2|0|2|0|3|0|0|0|0|0: --------|0|0: --------|0|73: Marathon Runner|1|97: Divine Blessing|1|0: --------|0|Unisex|248|False|Armor designed for use by the Defense Corps. It was designed for battle, not pomp.
Direwolf Layered Braces+|1489|1502|Alpha|250|Layered|Arms|0|105|0|0|0|8|0|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|Unisex|300|False|Unavailable
Guardian Layered Arms|1490|0|Alpha|545|Layered|Arms|0|121|0|0|0|5|5000|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|Unisex|301|False|Unavailable
Bone Vambraces α+|1491|302|Alpha|252|Regular|Arms|114|3|0|0|0|8|9000|2|0|0|2|2|1|2|0|0|0: --------|0|0: --------|0|57: Slugger|2|19: Attack Boost|1|0: --------|0|Unisex|302|False|Traditional armor crafted from monster bones. Believe it or not, it offers pretty good insulation.
Bone Vambraces β+|1492|303|Beta_or_Gamma|253|Regular|Arms|114|3|0|0|0|8|9000|2|0|0|2|2|2|4|1|0|0: --------|0|0: --------|0|57: Slugger|1|0: --------|0|0: --------|0|Unisex|303|False|Traditional armor crafted from monster bones. Believe it or not, it offers pretty good insulation.
Alloy Vambraces α+|1493|304|Alpha|254|Regular|Arms|114|4|0|0|0|8|9000|-2|0|-2|-2|0|1|3|0|0|0: --------|0|0: --------|0|20: Defense Boost|2|86: Speed Sharpening|1|0: --------|0|Unisex|304|False|Armor made of fine machalite ore. What it lacks in charm it more than makes up in defense.
